Ncoders,who,when,what,observations,ground_truth,distance,CVR,Kalpha
3,3047,0,0,"[{'situation': 'EmergencyOutdoor', 'object': 'Family', 'coders': 3}]","{'situation': 'TrafficJam', 'object': 'Family'}",1,-2,1
6,5418,0,1,"[{'situation': 'EmergencyOutdoor', 'object': 'Family', 'coders': 3}, {'situation': 'TrafficJam', 'object': 'Family', 'coders': 3}]",,0,0,-0.1
9,6002,0,1,"[{'situation': 'EmergencyOutdoor', 'object': 'Family', 'coders': 3}, {'situation': 'TrafficJam', 'object': 'Family', 'coders': 6}]",,0,0,0.056
12,5802,12,1,"[{'situation': 'EmergencyOutdoor', 'object': 'Family', 'coders': 3}, {'situation': 'TrafficJam', 'object': 'Family', 'coders': 9}]",,0,0,0.216
15,8504,12,1,"[{'situation': 'EmergencyOutdoor', 'object': 'Family', 'coders': 3}, {'situation': 'TrafficJam', 'object': 'Family', 'coders': 12}]",,0,1,0.337
18,9030,12,1,"[{'situation': 'EmergencyOutdoor', 'object': 'Family', 'coders': 3}, {'situation': 'TrafficJam', 'object': 'Family', 'coders': 15}]",,0,1,0.428
21,2742,6,1,"[{'situation': 'EmergencyOutdoor', 'object': 'Family', 'coders': 6}, {'situation': 'TrafficJam', 'object': 'Family', 'coders': 15}]",,1,1,0.163
24,7831,6,1,"[{'situation': 'EmergencyOutdoor', 'object': 'Family', 'coders': 6}, {'situation': 'TrafficJam', 'object': 'Family', 'coders': 18}]",,0,1,0.234
30,95,21,1,"[{'situation': 'EmergencyOutdoor', 'object': 'Family', 'coders': 6}, {'situation': 'TrafficJam', 'object': 'Family', 'coders': 24}]",,0,1,0.349
33,166,18,2,"[{'situation': 'EmergencyOutdoor', 'object': 'Family', 'coders': 6}, {'situation': 'TrafficJam', 'object': 'Family', 'coders': 24}, {'situation': 'TrafficJam', 'object': 'GroupOfPeople', 'coders': 3}]",,1,1,0.342
36,2932,0,2,"[{'situation': 'EmergencyOutdoor', 'object': 'Family', 'coders': 6}, {'situation': 'TrafficJam', 'object': 'Family', 'coders': 27}, {'situation': 'TrafficJam', 'object': 'GroupOfPeople', 'coders': 3}]",,0,1,0.384
39,1497,3,2,"[{'situation': 'EmergencyOutdoor', 'object': 'Family', 'coders': 6}, {'situation': 'TrafficJam', 'object': 'Family', 'coders': 30}, {'situation': 'TrafficJam', 'object': 'GroupOfPeople', 'coders': 3}]",,0,1,0.422
42,6817,14,2,"[{'situation': 'EmergencyOutdoor', 'object': 'Family', 'coders': 6}, {'situation': 'TrafficJam', 'object': 'Family', 'coders': 33}, {'situation': 'TrafficJam', 'object': 'GroupOfPeople', 'coders': 3}]",,0,1,0.456
45,5289,11,2,"[{'situation': 'EmergencyOutdoor', 'object': 'Family', 'coders': 6}, {'situation': 'TrafficJam', 'object': 'Family', 'coders': 36}, {'situation': 'TrafficJam', 'object': 'GroupOfPeople', 'coders': 3}]",,0,1,0.486
48,725,11,2,"[{'situation': 'EmergencyOutdoor', 'object': 'Family', 'coders': 6}, {'situation': 'TrafficJam', 'object': 'Family', 'coders': 39}, {'situation': 'TrafficJam', 'object': 'GroupOfPeople', 'coders': 3}]",,0,1,0.513
51,8343,15,2,"[{'situation': 'EmergencyOutdoor', 'object': 'Family', 'coders': 6}, {'situation': 'TrafficJam', 'object': 'Family', 'coders': 42}, {'situation': 'TrafficJam', 'object': 'GroupOfPeople', 'coders': 3}]",,0,1,0.537
