id,dir_obs_id,observer,a1,a2,sender,where,when,sent_at_loop,sent_where
1,1,978,978,11,11,387949872,0,0,387949872
2,2,28,28,28,28,3787942006,0,0,3787942046
3,3,109,109,28,28,3787942006,0,0,3787942046
4,4,52,52,52,52,6140707289,0,0,6140707289
5,5,72,72,72,72,6140707202,0,0,3787962755
6,6,85,85,85,85,4365361323,0,0,4364521907
7,7,220,220,17,17,4364777943,3,3,4364777943
8,8,793,793,220,17,4365378349,0,3,4364777943
9,8,793,220,17,17,4364777943,3,3,4364777943
10,9,3,3,3,3,6140707115,5,5,6140707115
11,10,459,459,60,60,4364793650,6,6,4364793650
12,11,94,94,94,94,4364209089,7,7,4364209089
13,12,551,551,58,58,6119949795,10,10,6119949795
14,13,30,30,30,30,4365381575,11,11,4365381575
15,14,52,52,52,52,6140707289,12,12,6140707289
16,15,60,60,60,60,4364446714,12,12,4364446714
17,16,94,94,94,94,4364209089,13,13,4364209089
18,17,41,41,41,41,4364317802,0,14,4364704210
19,18,41,41,41,41,4364317802,3,14,4364704210
20,19,50,50,41,41,4364317802,6,14,4364704210
21,19,50,456,41,41,4364317802,6,14,4364704210
22,19,50,50,456,41,4364317802,0,14,4364704210
23,20,456,456,50,41,4364317802,0,14,4364704210
24,20,456,50,41,41,4364317802,6,14,4364704210
25,20,456,456,41,41,4364317802,6,14,4364704210
26,21,528,528,50,41,4364317802,0,14,4364704210
27,21,528,50,41,41,4364317802,6,14,4364704210
28,21,528,456,41,41,4364317802,6,14,4364704210
29,21,528,50,456,41,4364317802,0,14,4364704210
30,21,528,528,456,41,4364317802,0,14,4364704210
31,22,50,50,41,41,4364317802,6,14,4364704210
32,23,456,456,41,41,4364317802,6,14,4364704210
33,24,987,987,94,94,4364209089,14,14,4364209089
34,25,863,863,506,78,4357786066,4,15,4357784253
35,25,863,506,78,78,4357784253,15,15,4357784253
36,26,536,536,506,78,932304442,10,15,4357784253
37,26,536,506,78,78,4357784253,15,15,4357784253
38,27,26,26,26,26,4366136252,16,16,4366136252
39,28,77,77,77,77,1248527408,16,16,1248527408
40,29,90,90,90,90,932300411,17,17,932300411
41,30,17,17,17,17,4365378349,18,18,4365378349
42,31,60,60,60,60,4364446714,18,18,4364446714
43,32,606,606,60,60,4364446714,18,18,4364446714
44,33,150,150,863,78,4357786070,17,18,4357786066
45,33,150,863,506,78,4357786066,18,18,4357786066
46,33,150,506,78,78,4357786066,18,18,4357786066
47,33,150,863,78,78,4357786066,18,18,4357786066
48,34,150,150,863,78,4357786070,17,18,4357786066
49,34,150,863,506,78,4357786066,18,18,4357786066
50,34,150,506,78,78,4357786066,18,18,4357786066
51,34,150,863,78,78,4357786066,18,18,4357786066
52,35,127,127,90,90,932300411,18,18,932300411
53,36,625,625,90,90,932300411,18,18,932300411
54,37,97,97,97,97,4365911071,18,18,4365911071
55,38,94,94,94,94,4364209089,21,21,4364209089
56,39,77,77,77,77,1248527408,22,22,1248527408
57,40,347,347,17,17,4365378349,23,23,4365378349
58,41,441,441,63,63,932302451,23,23,932302451
59,42,441,441,63,63,932302451,23,23,932302451
60,43,441,441,63,63,932302451,23,23,932302451
61,44,441,441,63,63,932302451,23,23,932302451
62,45,270,270,77,77,1248527408,23,23,1248527408
63,46,973,973,60,60,4364209136,24,24,4364209136
64,47,536,536,78,78,4357786070,24,24,4357786070
65,48,149,149,94,94,1818066398,25,25,1818066398
66,49,149,149,94,94,1818066398,25,25,1818066398
67,50,771,771,17,17,3787956587,27,27,3787956587
68,51,793,793,771,17,4365378349,6,27,3787956587
69,51,793,771,17,17,3787956587,27,27,3787956587
70,10,459,459,606,73,4364793656,8,27,4365361349
71,10,459,606,73,73,4365361349,27,27,4365361349
72,10,459,973,73,73,4365361349,27,27,4365361349
73,10,459,459,60,73,4364793650,6,27,4365361349
74,10,459,606,60,73,4364793648,15,27,4365361349
75,10,459,60,973,73,4364209136,24,27,4365361349
76,15,60,60,606,73,4364793648,15,27,4365361349
77,15,60,606,73,73,4365361349,27,27,4365361349
78,15,60,973,73,73,4365361349,27,27,4365361349
79,15,60,60,973,73,4364209136,24,27,4365361349
80,32,606,606,73,73,4365361349,27,27,4365361349
81,32,606,973,73,73,4365361349,27,27,4365361349
82,32,606,606,60,73,4364446714,18,27,4365361349
83,32,606,60,973,73,4364209136,24,27,4365361349
84,31,60,60,606,73,4364446714,18,27,4365361349
85,46,973,973,73,73,4365361349,27,27,4365361349
86,36,625,625,84,84,932301931,27,27,932301931
87,29,90,90,625,84,932300411,18,27,932301931
88,29,90,127,625,84,932300411,18,27,932301931
89,29,90,90,127,84,932300411,18,27,932301931
90,29,90,625,84,84,932301931,27,27,932301931
91,35,127,127,90,84,932300411,18,27,932301931
92,35,127,90,625,84,932300411,18,27,932301931
93,35,127,127,625,84,932300411,18,27,932301931
94,35,127,625,84,84,932301931,27,27,932301931
95,52,625,625,84,84,932301931,27,27,932301931
96,53,127,127,625,84,932300411,24,27,932301931
97,53,127,625,84,84,932301931,27,27,932301931
98,54,426,426,26,26,4366104391,28,28,4366104391
99,52,625,625,84,90,932301931,27,30,4364599018
100,52,625,84,90,90,4364599018,30,30,4364599018
101,52,625,625,90,90,4364599018,30,30,4364599018
102,53,127,127,625,90,932300411,24,30,4364599018
103,53,127,625,84,90,932301931,27,30,4364599018
104,53,127,84,90,90,4364599018,30,30,4364599018
105,53,127,625,90,90,4364599018,30,30,4364599018
106,55,14,14,14,14,4366956861,33,33,4366956861
107,56,964,964,14,14,4366956861,33,33,4366956861
108,57,964,964,14,14,4366956861,33,33,4366956861
109,58,281,281,42,42,4364431357,33,33,4364431357
110,58,281,586,42,42,4364431357,33,33,4364431357
111,58,281,281,586,42,4364796484,30,33,4364431357
112,10,459,459,335,42,3030507584,19,33,4364431357
113,10,459,335,281,42,932303796,25,33,4364431357
114,10,459,281,42,42,4364431357,33,33,4364431357
115,10,459,586,42,42,4364431357,33,33,4364431357
116,10,459,281,586,42,4364796484,30,33,4364431357
117,59,299,299,94,94,1818066398,33,33,1818066398
118,60,299,299,94,94,1818066398,33,33,1818066398
119,61,206,206,299,94,4364467894,16,33,1818066398
120,61,206,299,94,94,1818066398,33,33,1818066398
121,62,206,206,299,94,4364467894,16,33,1818066398
122,62,206,299,94,94,1818066398,33,33,1818066398
123,63,426,426,26,26,4366104391,34,34,4366104391
124,58,281,281,923,73,4364793649,9,35,4364209136
125,58,281,335,923,73,4364209136,28,35,4364209136
126,58,281,281,335,73,932303796,25,35,4364209136
127,58,281,923,73,73,4364209136,35,35,4364209136
128,64,684,684,11,11,387949872,36,36,387949872
129,65,162,162,684,11,4365976733,9,36,387949872
130,65,162,684,11,11,387949872,36,36,387949872
131,58,281,281,42,38,4364431357,33,36,4365361355
132,58,281,586,42,38,4364431357,33,36,4365361355
133,58,281,281,586,38,4364796484,30,36,4365361355
134,58,281,42,38,38,4365361355,36,36,4365361355
